Date,Market,Commodity,Unit,Min,Max,Mode,Average,Volumes
20121206,POSWFM,Tarpon,Kg,11.02,11.02,11.02,11.02,41.73
20121206,POSWFM,Mullet,Kg,6.61,6.61,6.61,6.61,25.3
20121206,POSWFM,Red Fish,Kg,33.07,33.07,33.07,33.07,122.02
20121207,POSWFM,Carite,Kg,61.73,66.14,61.73,63.94,28.12
20121207,POSWFM,Cavali,Kg,22.05,22.05,22.05,22.05,97.07
20121207,POSWFM,Salmon,Kg,26.46,39.68,39.68,33.07,148.33
20121207,POSWFM,Shark,Kg,15.43,22.05,15.43,18.74,516.65
20121207,POSWFM,Shrimp (M),Kg,55.12,55.12,55.12,55.12,68.04
20121207,POSWFM,Bonito,Kg,6.61,6.61,6.61,6.61,132.0
20121207,POSWFM,King Fish,Kg,66.14,66.14,66.14,66.14,277.6
20121207,POSWFM,Grouper,Kg,33.07,33.07,33.07,33.07,86.18
20121207,POSWFM,Brochet,Kg,22.05,22.05,22.05,22.05,91.17
20121207,POSWFM,Ancho,Kg,44.09,44.09,44.09,44.09,42.64
20121207,POSWFM,White Fish,Kg,6.61,6.61,6.61,6.61,93.44
20121207,POSWFM,Crocro,Kg,13.23,15.43,15.43,14.33,593.3
20121207,POSWFM,Jack,Kg,6.61,6.61,6.61,6.61,348.36
20121207,POSWFM,Catfish,Kg,6.61,6.61,6.61,6.61,37.65
20121207,POSWFM,Mixed Fish,Kg,13.23,13.23,13.23,13.23,254.47
20121207,POSWFM,Red Fish,Kg,39.68,44.09,39.68,41.89,154.22
20121207,POSWFM,Pampano,Kg,22.05,22.05,22.05,22.05,33.11
20121210,POSWFM,Carite,Kg,61.73,66.14,66.14,63.94,126.55
20121210,POSWFM,Shark,Kg,15.43,15.43,15.43,15.43,72.58
20121210,POSWFM,Crocro,Kg,13.23,13.23,13.23,13.23,34.02
20121210,POSWFM,Catfish,Kg,4.41,4.41,4.41,4.41,39.01
20121210,POSWFM,Mixed Fish,Kg,11.02,11.02,11.02,11.02,168.74
20121211,POSWFM,Carite,Kg,61.73,66.14,66.14,63.94,36.29
20121211,POSWFM,Salmon,Kg,26.46,33.07,26.46,29.77,227.71
20121211,POSWFM,Shark,Kg,13.23,22.05,22.05,17.64,500.77
20121211,POSWFM,Shrimp (M),Kg,55.12,55.12,55.12,55.12,45.36
20121211,POSWFM,Bonito,Kg,4.41,4.41,4.41,4.41,36.74
20121211,POSWFM,King Fish,Kg,61.73,61.73,61.73,61.73,27.22
20121211,POSWFM,Brochet,Kg,26.46,26.46,26.46,26.46,116.57
20121211,POSWFM,White Fish,Kg,6.61,6.61,6.61,6.61,85.28
20121211,POSWFM,Blanche,Kg,4.41,4.41,4.41,4.41,34.02
20121211,POSWFM,Crocro,Kg,13.23,15.43,13.23,14.33,1215.19
20121211,POSWFM,Jack,Kg,6.61,6.61,6.61,6.61,78.93
20121211,POSWFM,Catfish,Kg,4.41,4.41,4.41,4.41,146.51
20121211,POSWFM,Mixed Fish,Kg,13.23,13.23,13.23,13.23,114.76
20121211,POSWFM,Red Fish,Kg,44.09,44.09,44.09,44.09,60.33
20121211,POSWFM,Bannan,Kg,4.41,4.41,4.41,4.41,66.23
20121213,POSWFM,Cavali,Kg,22.05,22.05,22.05,22.05,44.45
20121213,POSWFM,Salmon,Kg,26.46,26.46,26.46,26.46,68.95
20121213,POSWFM,Shark,Kg,15.43,22.05,22.05,18.74,255.38
20121213,POSWFM,Shrimp (M),Kg,44.09,44.09,44.09,44.09,68.04
20121213,POSWFM,Bonito,Kg,4.41,4.41,4.41,4.41,57.15
20121213,POSWFM,King Fish,Kg,77.16,77.16,77.16,77.16,43.55
20121213,POSWFM,Brochet,Kg,33.07,33.07,33.07,33.07,115.67
20121213,POSWFM,White Fish,Kg,11.02,11.02,11.02,11.02,97.98
20121213,POSWFM,Crocro,Kg,15.43,15.43,15.43,15.43,405.52
20121213,POSWFM,Catfish,Kg,6.61,6.61,6.61,6.61,53.52
20121213,POSWFM,Mixed Fish,Kg,13.23,13.23,13.23,13.23,185.97
20121213,POSWFM,Tarpon,Kg,11.02,11.02,11.02,11.02,38.56
20121213,POSWFM,Red Fish,Kg,33.07,33.07,33.07,33.07,30.39
20121217,POSWFM,Shark,Kg,15.43,15.43,15.43,15.43,12.25
20121217,POSWFM,White Fish,Kg,6.61,6.61,6.61,6.61,27.67
20121217,POSWFM,Crocro,Kg,13.23,13.23,13.23,13.23,19.05
20121217,POSWFM,Catfish,Kg,6.61,6.61,6.61,6.61,23.59
20121217,POSWFM,Mixed Fish,Kg,13.23,13.23,13.23,13.23,89.81
20121218,POSWFM,Carite,Kg,74.96,74.96,74.96,74.96,205.48
20121218,POSWFM,Cavali,Kg,26.46,26.46,26.46,26.46,36.74
20121218,POSWFM,Salmon,Kg,33.07,44.09,44.09,38.58,242.67
20121218,POSWFM,Shark,Kg,15.43,15.43,15.43,15.43,511.2
20121218,POSWFM,Shrimp (M),Kg,44.09,44.09,44.09,44.09,90.72
20121218,POSWFM,Bonito,Kg,6.61,6.61,6.61,6.61,58.06
20121218,POSWFM,King Fish,Kg,77.16,77.16,77.16,77.16,84.82
20121218,POSWFM,Brochet,Kg,22.05,26.46,22.05,24.25,75.75
20121218,POSWFM,White Fish,Kg,11.02,11.02,11.02,11.02,54.43
20121218,POSWFM,Crocro,Kg,13.23,13.23,13.23,13.23,462.67
20121218,POSWFM,Jack,Kg,6.61,6.61,6.61,6.61,382.84
20121218,POSWFM,Catfish,Kg,6.61,6.61,6.61,6.61,62.14
20121218,POSWFM,Mixed Fish,Kg,13.23,13.23,13.23,13.23,278.05
20121218,POSWFM,Red Fish,Kg,33.07,55.12,55.12,44.1,71.67
20121218,POSWFM,Bannan,Kg,4.41,4.41,4.41,4.41,90.27
20121219,POSWFM,Cavali,Kg,26.46,26.46,26.46,26.46,88.12
20121219,POSWFM,Salmon,Kg,39.68,39.68,39.68,39.68,73.94
20121219,POSWFM,Shark,Kg,13.23,22.05,13.23,17.64,185.97
20121219,POSWFM,Shrimp (M),Kg,48.5,48.5,48.5,48.5,68.04
20121219,POSWFM,Moonshine,Kg,26.46,26.46,26.46,26.46,112.95
20121219,POSWFM,King Fish,Kg,77.16,77.16,77.16,77.16,151.96
20121219,POSWFM,Crocro,Kg,13.23,13.23,13.23,13.23,101.15
20121219,POSWFM,Catfish,Kg,4.41,4.41,4.41,4.41,28.12
20121219,POSWFM,Mixed Fish,Kg,13.23,13.23,13.23,13.23,291.66
20121219,POSWFM,Dolphin,Kg,44.09,44.09,44.09,44.09,41.28
20121219,POSWFM,Bannan,Kg,4.41,4.41,4.41,4.41,35.83
20121220,POSWFM,Carite,Kg,77.16,77.16,77.16,77.16,36.29
20121220,POSWFM,Salmon,Kg,26.46,33.07,33.07,29.77,155.58
20121220,POSWFM,Shark,Kg,13.23,22.05,13.23,17.64,234.51
20121220,POSWFM,Shrimp (S),Kg,26.46,26.46,26.46,26.46,117.94
20121220,POSWFM,Shrimp (M),Kg,44.09,44.09,44.09,44.09,136.08
20121220,POSWFM,Brochet,Kg,22.05,22.05,22.05,22.05,36.29
20121220,POSWFM,White Fish,Kg,11.02,11.02,11.02,11.02,113.4
20121220,POSWFM,Crocro,Kg,15.43,15.43,15.43,15.43,157.4
20121220,POSWFM,Jack,Kg,6.61,6.61,6.61,6.61,60.33
20121220,POSWFM,Catfish,Kg,4.41,4.41,4.41,4.41,42.64
20121220,POSWFM,Mixed Fish,Kg,15.43,15.43,15.43,15.43,188.7
20121220,POSWFM,Tarpon,Kg,8.82,8.82,8.82,8.82,40.82
20121220,POSWFM,Red Fish,Kg,35.27,35.27,35.27,35.27,120.66
20121228,POSWFM,Tuna,Kg,33.07,33.07,33.07,33.07,39.01
20121228,POSWFM,Carite,Kg,77.16,77.16,77.165,77.16,27.22
20121228,POSWFM,Salmon,Kg,44.09,44.09,44.09,44.09,21.77
20121228,POSWFM,Shark,Kg,15.43,22.05,22.05,18.74,178.26
20121228,POSWFM,Shrimp (M),Kg,48.5,48.5,48.5,48.5,68.04
20121228,POSWFM,Bonito,Kg,6.61,6.61,6.61,6.61,145.6
20121228,POSWFM,King Fish,Kg,77.16,77.16,77.16,77.16,63.96
20121228,POSWFM,Brochet,Kg,26.46,26.46,26.46,26.46,65.32
20121228,POSWFM,Crocro,Kg,17.64,17.64,17.64,17.64,176.45
20121228,POSWFM,Catfish,Kg,6.61,6.61,6.61,6.61,47.63
20121228,POSWFM,Mixed Fish,Kg,13.23,13.23,13.23,13.23,70.31
20121228,POSWFM,Bannan,Kg,4.41,4.41,4.41,4.41,68.49
20121231,POSWFM,Shark,Kg,17.64,17.64,17.64,17.64,34.02
20121231,POSWFM,Bonito,Kg,4.41,4.41,4.41,4.41,314.34
20121231,POSWFM,King Fish,Kg,77.16,77.16,77.16,77.16,108.41
20121231,POSWFM,Crocro,Kg,22.05,22.05,22.05,22.05,165.11
20121231,POSWFM,Mixed Fish,Kg,15.43,15.43,15.43,15.43,103.87
20121231,POSWFM,Blue Marlin,Kg,17.64,17.64,17.64,17.64,43.55
20121231,POSWFM,Plateau,Kg,4.41,4.41,4.41,4.41,36.29
20130102,POSWFM,Shark,Kg,17.64,17.64,17.64,17.64,27.22
20130102,POSWFM,Shrimp (M),Kg,44.09,44.09,44.09,44.09,68.95
20130102,POSWFM,Brochet,Kg,26.46,26.46,26.46,26.46,26.31
20130102,POSWFM,White Fish,Kg,6.61,6.61,6.61,6.61,30.39
20130102,POSWFM,Crocro,Kg,19.84,22.05,22.05,20.95,359.25
20130102,POSWFM,Jack,Kg,8.82,8.82,8.82,8.82,39.46
20130102,POSWFM,Catfish,Kg,6.61,6.61,6.61,6.61,60.33
20130102,POSWFM,Mixed Fish,Kg,13.23,13.23,13.23,13.23,34.47
20130102,POSWFM,Cascadura,Kg,26.46,26.46,26.46,26.46,128.82
20130103,POSWFM,Tuna,Kg,22.05,22.05,22.05,22.05,61.24
20130103,POSWFM,Cavali,Kg,26.46,26.46,26.46,26.46,26.76
20130103,POSWFM,Salmon,Kg,26.46,26.46,26.46,26.46,17.24
20130103,POSWFM,Shrimp (M),Kg,44.09,44.09,44.09,44.09,34.02
20130103,POSWFM,King Fish,Kg,77.16,77.16,77.16,77.16,70.76
20130103,POSWFM,Brochet,Kg,26.46,26.46,26.46,26.46,39.92
20130103,POSWFM,White Fish,Kg,11.02,11.02,11.02,11.02,88.91
20130103,POSWFM,Crocro,Kg,22.05,22.05,22.05,22.05,226.34
20130103,POSWFM,Mixed Fish,Kg,13.23,13.23,13.23,13.23,146.97
20130103,POSWFM,Mullet,Kg,13.23,13.23,13.23,13.23,133.36
20130103,POSWFM,Cascadura,Kg,33.07,33.07,33.07,33.07,49.9
20130104,POSWFM,Tuna,Kg,33.07,33.07,33.07,33.07,85.28
20130104,POSWFM,Shark,Kg,17.64,17.64,17.64,17.64,39.01
20130104,POSWFM,Shrimp (M),Kg,48.5,48.5,48.5,48.5,68.04
20130104,POSWFM,Bonito,Kg,4.41,4.41,4.41,4.41,32.66
20130104,POSWFM,White Fish,Kg,8.82,8.82,8.82,8.82,113.4
20130104,POSWFM,Crocro,Kg,17.64,22.05,22.05,19.85,135.63
20130104,POSWFM,Mixed Fish,Kg,13.23,13.23,13.23,13.23,218.18
20130104,POSWFM,Mullet,Kg,8.82,8.82,8.82,8.82,131.54
20130104,POSWFM,Macreo,Kg,33.07,33.07,33.07,33.07,105.23
20130104,POSWFM,Red Fish,Kg,44.09,44.09,44.09,44.09,88.91
20130104,POSWFM,Cascadura,Kg,26.46,26.46,26.46,26.46,243.13
20130107,POSWFM,Shark,Kg,17.64,17.64,17.64,17.64,168.74
20130107,POSWFM,Herring,Kg,6.61,6.61,6.61,6.61,28.58
20130107,POSWFM,Bonito,Kg,6.61,6.61,6.61,6.61,261.27
20130107,POSWFM,King Fish,Kg,88.18,88.18,88.18,88.18,37.65
20130107,POSWFM,White Fish,Kg,13.23,13.23,13.23,13.23,59.87
20130107,POSWFM,Catfish,Kg,6.61,6.61,6.61,6.61,28.58
20130107,POSWFM,Mixed Fish,Kg,15.43,15.43,15.43,15.43,221.36
20130107,POSWFM,Macreo,Kg,33.07,33.07,33.07,33.07,44.0
20130108,POSWFM,Cavali,Kg,26.46,26.46,26.46,26.46,82.55
20130108,POSWFM,Shark,Kg,17.64,17.64,17.64,17.64,687.65
20130108,POSWFM,Shrimp (S),Kg,22.05,22.05,22.05,22.05,73.48
20130108,POSWFM,Shrimp (M),Kg,44.09,44.09,44.09,44.09,136.08
20130108,POSWFM,Bonito,Kg,4.41,4.41,4.41,4.41,420.94
20130108,POSWFM,King Fish,Kg,88.18,88.18,88.18,88.18,46.72
20130108,POSWFM,White Fish,Kg,13.23,13.23,13.23,13.23,134.72
20130108,POSWFM,Crocro,Kg,22.05,22.05,22.05,22.05,95.26
20130108,POSWFM,Jack,Kg,6.61,6.61,6.61,6.61,110.68
20130108,POSWFM,Catfish,Kg,4.41,4.41,4.41,4.41,63.05
20130108,POSWFM,Mixed Fish,Kg,15.43,15.43,15.43,15.43,190.06
20130108,POSWFM,Mullet,Kg,4.41,4.41,4.41,4.41,89.36
20130108,POSWFM,Macreo,Kg,33.07,33.07,33.07,33.07,173.73
20130108,POSWFM,Blue Marlin,Kg,19.84,19.84,19.84,19.84,32.21
20130108,POSWFM,Red Fish,Kg,44.09,44.09,44.09,44.09,31.3
20130108,POSWFM,Cascadura,Kg,26.46,26.46,26.46,26.46,84.37
20130110,POSWFM,Tuna,Kg,22.05,22.05,22.05,22.05,23.59
20130110,POSWFM,Carite,Kg,88.18,88.18,88.18,88.18,25.4
20130110,POSWFM,Salmon,Kg,44.09,44.09,44.09,44.09,39.46
20130110,POSWFM,Shark,Kg,17.64,22.05,17.64,19.85,567.45
20130110,POSWFM,Bonito,Kg,4.41,4.41,4.41,4.41,872.72
20130110,POSWFM,King Fish,Kg,88.18,88.18,88.18,88.18,213.64
20130110,POSWFM,White Fish,Kg,13.23,13.23,13.23,13.23,167.83
20130110,POSWFM,Crocro,Kg,19.84,19.84,19.84,19.84,205.03
20130110,POSWFM,Mixed Fish,Kg,15.43,15.43,15.43,15.43,202.76
20130110,POSWFM,Macreo,Kg,33.07,33.07,33.07,33.07,118.89
20130111,POSWFM,Tuna,Kg,28.66,28.66,28.66,28.66,72.58
20130111,POSWFM,Carite,Kg,77.16,77.16,77.16,77.16,37.65
20130111,POSWFM,Salmon,Kg,44.09,44.09,44.09,44.09,43.09
20130111,POSWFM,Shark,Kg,15.43,22.05,22.05,18.74,465.84
20130111,POSWFM,Shrimp (M),Kg,66.14,66.14,66.14,66.14,78.47
20130111,POSWFM,Bonito,Kg,6.61,6.61,6.61,6.61,715.78
20130111,POSWFM,King Fish,Kg,88.18,88.18,88.18,88.18,231.79
20130111,POSWFM,White Fish,Kg,11.02,11.02,11.02,11.02,83.92
20130111,POSWFM,Crocro,Kg,17.64,22.05,17.64,19.85,187.97
20130111,POSWFM,Jack,Kg,8.82,8.82,8.82,8.82,26.76
20130111,POSWFM,Catfish,Kg,6.61,6.61,6.61,6.61,87.54
20130111,POSWFM,Mixed Fish,Kg,15.43,15.43,15.43,15.43,115.21
20130111,POSWFM,Macreo,Kg,33.07,33.07,33.07,33.07,316.61
20130114,POSWFM,Tuna,Kg,33.07,33.07,33.07,33.07,38.56
20130114,POSWFM,Bonito,Kg,2.2,2.2,2.2,2.2,127.91
20130114,POSWFM,King Fish,Kg,88.18,88.18,88.18,88.18,36.29
20130114,POSWFM,White Fish,Kg,6.61,6.61,6.61,6.61,54.43
20130114,POSWFM,Mixed Fish,Kg,8.82,8.82,8.82,8.82,207.29
20130115,POSWFM,Carite,Kg,66.14,66.14,66.14,66.14,186.43
20130115,POSWFM,Cavali,Kg,22.05,22.05,22.05,22.05,73.48
20130115,POSWFM,Salmon,Kg,39.68,39.68,39.68,39.68,36.29
20130115,POSWFM,Shark,Kg,185.43,15.43,15.43,15.43,92.53
20130115,POSWFM,Shrimp (S),Kg,22.05,22.05,22.05,22.05,70.31
20130115,POSWFM,Bonito,Kg,2.2,2.2,2.2,2.2,852.31
20130115,POSWFM,King Fish,Kg,77.16,77.16,77.16,77.16,200.04
20130115,POSWFM,Brochet,Kg,26.46,26.46,26.46,26.46,39.01
20130115,POSWFM,White Fish,Kg,8.82,8.82,8.82,8.82,133.36
20130115,POSWFM,Blanche,Kg,4.41,4.41,4.41,4.41,51.26
20130115,POSWFM,Crocro,Kg,19.84,19.84,19.84,19.84,234.06
20130115,POSWFM,Jack,Kg,6.61,6.61,6.61,6.621,58.97
20130115,POSWFM,Catfish,Kg,6.61,6.61,6.61,6.61,44.0
20130115,POSWFM,Mixed Fish,Kg,11.02,11.02,11.02,11.02,499.86
20130115,POSWFM,Red Fish,Kg,35.27,35.27,35.27,35.27,34.47
20130115,POSWFM,Grunt,Kg,11.02,11.02,11.02,11.02,28.58
20130116,POSWFM,Carite,Kg,66.14,66.14,66.14,66.14,68.49
20130116,POSWFM,Salmon,Kg,44.09,44.09,44.09,44.09,27.67
20130116,POSWFM,Shark,Kg,15.43,19.84,15.43,17.64,147.87
20130116,POSWFM,Moonshine,Kg,17.64,17.64,17.64,17.64,38.1
20130116,POSWFM,Bonito,Kg,2.2,2.2,2.2,2.2,425.02
20130116,POSWFM,King Fish,Kg,66.16,72.75,72.75,69.45,156.94
20130116,POSWFM,Brochet,Kg,26.46,26.46,26.46,26.46,40.82
20130116,POSWFM,Ancho,Kg,66.14,66.14,66.14,66.14,30.84
20130116,POSWFM,Crocro,Kg,17.64,17.64,17.64,17.64,376.94
20130116,POSWFM,Jack,Kg,6.61,6.61,6.61,6.621,117.48
20130116,POSWFM,Catfish,Kg,6.61,6.61,6.61,6.61,136.53
20130116,POSWFM,Mixed Fish,Kg,15.43,15.43,15.43,15.43,200.49
20130116,POSWFM,Blue Marlin,Kg,15.43,15.43,15.43,15.43,29.94
20130116,POSWFM,Red Fish,Kg,39.68,39.68,39.68,39.68,43.09
20130116,POSWFM,Cascadura,Kg,26.46,26.46,26.46,26.46,120.66
20130121,POSWFM,Cavali,Kg,26.46,26.46,26.46,26.46,42.18
20130121,POSWFM,Shark,Kg,15.43,15.43,15.43,15.43,26.76
20130121,POSWFM,Bonito,Kg,2.2,2.2,2.2,2.2,55.34
20130121,POSWFM,King Fish,Kg,55.12,55.12,55.12,55.12,366.51
20130121,POSWFM,Catfish,Kg,6.61,6.61,6.61,6.61,23.59
20130121,POSWFM,Mixed Fish,Kg,15.43,15.43,15.43,15.43,39.01
20130121,POSWFM,Plateau,Kg,4.41,4.41,4.41,4.41,29.94
20130122,POSWFM,Tuna,Kg,22.05,22.05,22.05,22.05,261.73
20130122,POSWFM,Carite,Kg,55.12,55.12,55.12,55.12,71.21
20130122,POSWFM,Cavali,Kg,26.46,26.46,26.46,26.46,27.67
20130122,POSWFM,Salmon,Kg,26.46,26.46,26.46,26.46,54.89
20130122,POSWFM,Shark,Kg,15.43,19.84,15.43,17.64,76.2
20130122,POSWFM,Shrimp (M),Kg,44.09,44.09,44.09,44.09,68.04
20130122,POSWFM,Bonito,Kg,4.41,4.41,4.41,4.41,563.82
20130122,POSWFM,King Fish,Kg,55.12,55.12,55.12,55.12,1135.35
20130122,POSWFM,White Fish,Kg,11.02,11.02,11.02,11.02,102.06
20130122,POSWFM,Crocro,Kg,15.43,15.43,15.43,15.43,326.14
20130122,POSWFM,Jack,Kg,6.61,6.61,6.61,6.61,74.84
20130122,POSWFM,Mixed Fish,Kg,13.23,13.23,13.23,13.23,81.19
20130122,POSWFM,Mullet,Kg,6.61,11.02,6.61,8.82,176.9
20130122,POSWFM,Red Fish,Kg,39.68,39.68,39.68,39.68,81.65
20130122,POSWFM,Dolphin,Kg,55.12,55.12,55.12,55.12,43.09
20130123,POSWFM,Tuna,Kg,26.46,26.46,26.46,26.46,454.5
20130123,POSWFM,Cavali,Kg,26.46,26.46,26.46,26.46,101.15
20130123,POSWFM,Salmon,Kg,44.09,44.09,44.09,44.09,72.58
20130123,POSWFM,Shrimp (M),Kg,48.5,48.5,48.5,48.5,117.94
20130123,POSWFM,Shrimp (L),Kg,72.75,72.75,72.75,72.75,153.32
20130123,POSWFM,Paoua,Kg,8.82,8.82,8.82,8.82,145.15
20130123,POSWFM,Bonito,Kg,2.2,2.2,2.2,2.2,409.6
20130123,POSWFM,King Fish,Kg,55.12,55.12,55.12,55.12,435.45
20130123,POSWFM,Brochet,Kg,26.46,26.46,26.46,26.46,29.94
20130123,POSWFM,Crocro,Kg,15.43,15.43,15.43,15.43,572.44
20130123,POSWFM,Jack,Kg,8.82,8.82,8.82,8.82,156.04
20130123,POSWFM,Tarpon,Kg,8.82,8.82,8.82,8.82,41.28
20130123,POSWFM,Macreo,Kg,28.66,28.66,28.66,28.66,55.79
20130123,POSWFM,Red Fish,Kg,44.09,44.09,44.09,44.09,58.06
20130123,POSWFM,Plateau,Kg,4.41,4.41,4.41,4.41,83.92
20130124,POSWFM,Tuna,Kg,22.05,22.05,22.05,22.05,919.44
20130124,POSWFM,Salmon,Kg,44.09,44.09,44.09,44.09,133.36
20130124,POSWFM,Shark,Kg,15.43,19.84,15.43,17.64,376.94
20130124,POSWFM,Shrimp (M),Kg,66.14,66.14,66.14,66.14,95.26
20130124,POSWFM,Bonito,Kg,4.41,4.41,4.41,4.41,583.78
20130124,POSWFM,King Fish,Kg,55.12,55.12,55.12,55.12,814.21
20130124,POSWFM,Brochet,Kg,26.46,26.46,26.46,26.46,46.72
20130124,POSWFM,White Fish,Kg,8.82,8.82,8.82,8.82,195.5
20130124,POSWFM,Crocro,Kg,15.43,15.43,15.43,15.43,282.59
20130124,POSWFM,Jack,Kg,6.61,6.61,6.61,6.61,89.81
20130124,POSWFM,Mixed Fish,Kg,13.23,13.23,13.23,13.23,185.97
20130124,POSWFM,Mullet,Kg,6.61,6.61,6.61,6.61,36.29
20130124,POSWFM,Macreo,Kg,22.05,22.05,22.05,22.05,85.28
20130124,POSWFM,Red Fish,Kg,44.09,50.71,44.09,47.4,84.37
20130124,POSWFM,Cascadura,Kg,33.07,33.07,33.07,33.07,143.34
20130125,POSWFM,Tuna,Kg,22.05,22.05,22.05,22.05,206.39
20130125,POSWFM,Salmon,Kg,44.09,44.09,44.09,44.09,119.3
20130125,POSWFM,Shark,Kg,13.23,17.64,13.23,15.44,100.24
20130125,POSWFM,Shrimp (M),Kg,59.52,59.52,59.52,59.52,161.48
20130125,POSWFM,Bonito,Kg,4.41,4.41,4.41,4.41,268.53
20130125,POSWFM,King Fish,Kg,55.12,55.12,55.12,55.12,782.45
20130125,POSWFM,Brochet,Kg,26.46,26.46,26.46,26.46,48.53
20130125,POSWFM,White Fish,Kg,6.61,6.61,6.61,6.61,288.49
20130125,POSWFM,Crocro,Kg,13.23,13.23,13.23,13.23,630.5
20130125,POSWFM,Mixed Fish,Kg,13.23,13.23,13.23,13.23,172.82
20130125,POSWFM,Red Fish,Kg,44.09,44.09,44.09,44.09,41.73
20130125,POSWFM,Cascadura,Kg,22.05,22.05,22.05,22.05,218.63
20130127,POSWFM,Tuna,Kg,26.46,26.46,26.46,26.46,240.86
20130127,POSWFM,Salmon,Kg,33.07,33.07,33.07,33.07,72.12
20130127,POSWFM,Shark,Kg,15.43,22.05,15.43,18.74,74.84
20130127,POSWFM,Shrimp (L),Kg,66.14,66.14,66.14,66.14,64.41
20130127,POSWFM,Paoua,Kg,4.41,4.41,4.41,4.41,161.03
20130127,POSWFM,Bonito,Kg,4.41,4.41,4.41,4.41,437.72
20130127,POSWFM,King Fish,Kg,66.14,66.14,66.14,66.14,302.55
20130127,POSWFM,White Fish,Kg,11.02,11.02,11.02,11.02,77.11
20130127,POSWFM,Crocro,Kg,15.43,15.43,15.43,15.43,520.73
20130127,POSWFM,Jack,Kg,6.61,6.61,6.61,6.61,139.71
20130127,POSWFM,Catfish,Kg,4.41,4.41,4.41,4.41,41.28
20130127,POSWFM,Mixed Fish,Kg,15.43,15.43,15.43,15.43,53.52
20130127,POSWFM,Tarpon,Kg,8.82,8.82,8.82,8.82,92.53
20130127,POSWFM,Mullet,Kg,6.61,6.61,6.61,6.61,112.95
20130127,POSWFM,Macreo,Kg,33.07,33.07,33.07,33.07,119.75
20130127,POSWFM,Blue Marlin,Kg,19.84,19.84,19.84,19.84,36.74
20130127,POSWFM,Cascadura,Kg,26.46,26.46,26.46,26.46,81.19
20130129,POSWFM,Tuna,Kg,33.07,33.07,33.07,33.07,34.47
20130129,POSWFM,Salmon,Kg,33.07,33.07,33.07,33.07,27.22
20130129,POSWFM,Shark,Kg,15.43,15.43,15.43,15.43,52.62
20130129,POSWFM,Shrimp (M),Kg,44.09,44.09,44.09,44.09,68.04
20130129,POSWFM,Bonito,Kg,2.2,2.2,2.2,2.2,249.48
20130129,POSWFM,King Fish,Kg,70.55,70.55,70.55,70.55,107.96
20130129,POSWFM,White Fish,Kg,11.02,11.02,11.02,11.02,72.58
20130129,POSWFM,Crocro,Kg,15.43,15.43,15.43,15.43,502.13
20130129,POSWFM,Jack,Kg,6.61,6.61,6.61,6.61,254.92
20130129,POSWFM,Catfish,Kg,6.61,6.61,6.61,6.61,65.32
20130129,POSWFM,Mixed Fish,Kg,15.43,15.43,15.43,15.43,49.9
20130129,POSWFM,Tarpon,Kg,8.82,8.82,8.82,8.82,84.37
20130129,POSWFM,Blue Marlin,Kg,22.05,22.05,22.05,22.05,42.18
20130129,POSWFM,Cascadura,Kg,26.46,26.46,26.46,26.46,59.42
20130130,POSWFM,Tuna,Kg,26.46,26.46,26.46,26.46,40.37
20130130,POSWFM,Salmon,Kg,44.09,44.09,44.09,44.09,42.46
20130130,POSWFM,Shark,Kg,15.43,22.05,22.05,18.74,525.27
20130130,POSWFM,Shrimp (S),Kg,22.05,22.05,22.05,22.05,128.37
20130130,POSWFM,Shrimp (M),Kg,55.12,55.12,55.12,55.12,87.09
20130130,POSWFM,Shrimp (L),Kg,66.14,66.14,66.14,66.14,72.58
20130130,POSWFM,Bonito,Kg,4.41,6.61,4.41,5.51,201.4
20130130,POSWFM,King Fish,Kg,70.55,70.55,70.55,70.55,33.57
20130130,POSWFM,White Fish,Kg,8.82,8.82,8.82,8.82,66.68
20130130,POSWFM,Crocro,Kg,15.43,15.43,15.43,15.43,269.44
20130130,POSWFM,Jack,Kg,8.82,8.82,8.82,8.82,39.01
20130130,POSWFM,Catfish,Kg,6.61,6.61,6.61,6.61,53.07
20130130,POSWFM,Mixed Fish,Kg,15.43,15.43,15.43,15.43,181.89
20130130,POSWFM,Mullet,Kg,11.02,11.02,11.02,11.02,94.35
20130130,POSWFM,Macreo,Kg,26.46,26.46,26.46,26.46,153.77
20130130,POSWFM,Red Fish,Kg,55.12,55.12,55.12,55.12,165.11
20130130,POSWFM,Cascadura,Kg,22.05,22.05,22.05,22.05,75.3
20130131,POSWFM,Tuna,Kg,26.46,26.46,26.46,26.46,45.81
20130131,POSWFM,Carite,Kg,77.16,77.16,77.16,77.16,53.52
20130131,POSWFM,Shark,Kg,17.64,17.64,17.64,17.64,449.97
20130131,POSWFM,Shrimp (M),Kg,55.12,55.12,55.12,55.12,70.31
20130131,POSWFM,Shrimp (L),Kg,66.14,66.14,66.14,66.14,82.1
20130131,POSWFM,Bonito,Kg,6.61,6.61,6.61,6.61,343.83
20130131,POSWFM,King Fish,Kg,66.14,77.16,77.16,71.65,199.13
20130131,POSWFM,Crocro,Kg,15.43,17.64,15.43,16.54,172.82
20130131,POSWFM,Mixed Fish,Kg,15.43,15.43,15.43,15.43,64.86
20130131,POSWFM,Macreo,Kg,26.46,26.46,26.46,26.46,349.72
20130131,POSWFM,Blue Marlin,Kg,15.43,15.43,15.43,15.43,43.09
